Drug	Datapoints	Corr_AUC	Corr_IC50	Strong_range	Weak_range
261	174	0.879087673339218	0.617210198705748	12.0689655172414	32.183908045977
262	174	0.949770181252571	0.22662975891858	1.14942528735632	44.2528735632184
263	174	0.81915658190723	-0.187123453332296	0	72.4137931034483
265	174	0.880108203536547	0.21334832138118	4.59770114942529	51.7241379310345
266	174	0.605975458285048	-0.130930734141595	0	98.2758620689655
268	168	0.964631177206028	-0.397888158337176	89.2857142857143	2.97619047619048
269	174	0.864934004347647	0.72588821669731	16.6666666666667	37.3563218390805
271	173	0.557974978097724	0.0447106103587611	0	93.0635838150289
272	173	0.984054215666733	0.869378391495412	56.6473988439306	4.6242774566474
273	171	0.996786425708594	0.922600694037324	63.1578947368421	5.26315789473684
274	168	0.995039506785246	0.910991428893256	65.4761904761905	4.16666666666667
275	174	0.947415359207267	0.477522611504671	1.72413793103448	50
276	174	0.996275520373587	0.981156914633065	66.6666666666667	4.02298850574713
277	174	0.596108768597179	-0.065813063546951	1.72413793103448	91.9540229885057
279	174	0.894646202910106	0.0687533581800166	0.574712643678161	41.3793103448276
281	172	0.725906377720076	0.10485155770965	1.16279069767442	86.046511627907
282	174	0.946217147413081	0.405299442929415	4.02298850574713	34.4827586206897
283	174	0.981555283464791	0.081841234411608	6.89655172413793	10.3448275862069
286	174	0.664648765625445	-0.0519697063062095	2.29885057471264	70.1149425287356
287	174	0.909678521597995	0.703367233001759	5.74712643678161	6.89655172413793
288	174	0.789859620148638	-0.0984186776054541	0	62.6436781609195
290	173	0.704221924526378	0.216609914589182	1.73410404624277	61.271676300578
291	174	0.892584640792733	0.946642694794881	45.9770114942529	14.367816091954
292	174	0.698002790512258	0.837949050853392	31.0344827586207	17.2413793103448
293	174	0.852629061191947	0.508473564000139	5.74712643678161	35.632183908046
294	173	0.919890975335024	0.78005746415304	12.1387283236994	23.6994219653179
295	174	0.88885788319713	0.470510394348989	3.44827586206897	27.0114942528736
298	174	0.705640821207893	0.108789555917202	1.72413793103448	63.7931034482759
299	171	0.992233662130703	0.793943274679035	9.94152046783626	11.1111111111111
300	174	0.96768700703323	0.645611647812403	13.7931034482759	42.5287356321839
301	174	0.965265525783764	0.757004277062903	16.6666666666667	25.8620689655172
302	170	0.992086027808819	0.871547782776607	7.05882352941176	15.8823529411765
303	174	0.978605313363137	0.838829201364431	10.9195402298851	9.19540229885057
304	174	0.863203885762198	0.412666400313367	2.8735632183908	52.2988505747126
305	174	0.974880833736724	0.673015996975932	6.32183908045977	18.3908045977011
306	174	0.945301403798514	0.9018776520536	25.8620689655172	14.367816091954
308	174	0.986364076425866	0.945326452831501	83.9080459770115	2.29885057471264
309	174	0.846127737122355	0.0996842157866214	2.29885057471264	48.8505747126437
310	174	0.902072382471027	0.589675262855478	1.14942528735632	14.9425287356322
312	174	0.70454967396566	-0.156562348665225	0	94.8275862068966
326	174	0.907788324148514	0.391957612238021	0.574712643678161	66.0919540229885
328	174	0.990232068111279	0.841210091384272	16.6666666666667	7.47126436781609
329	174	0.743826418747686	0.314366713147685	6.32183908045977	50
330	174	0.885889689341952	0.560321952642542	2.29885057471264	32.7586206896552
331	171	0.980298557611539	0.877271198198044	22.8070175438596	8.18713450292398
332	174	0.486527520715282	-0.0998516589931178	1.14942528735632	85.632183908046
333	174	0.704169253110852	-0.16919342662817	0	79.3103448275862
341	174	0.520458168204286	0.114463309213346	0	95.4022988505747
344	174	0.984992738973205	0.938017133591889	67.816091954023	21.8390804597701
345	174	0.684711230223768	-0.170695185507015	0.574712643678161	72.4137931034483
346	171	0.993824849401205	0.434644810756252	38.5964912280702	8.18713450292398
231	162	0.755775437823984	-0.11277496652242	0	87.037037037037
1	38	0.619652040704672	-0.262358200917338	0	84.2105263157895
104	47	0.979070305272895	0.077349447759829	70.2127659574468	6.38297872340426
106	47	0.864824236817761	0.69432303560277	10.6382978723404	19.1489361702128
11	48	0.980677377333912	0.239384027565574	18.75	12.5
110	46	0.549676225716929	0.187715603772918	4.34782608695652	28.2608695652174
111	47	0.734736355226642	0.533242879613322	4.25531914893617	29.7872340425532
119	46	0.798951588035769	-0.286854361557702	0	84.7826086956522
127	48	0.817846287451151	0.271470136501495	0	41.6666666666667
17	47	0.570883441258094	-0.0281241285932962	4.25531914893617	59.5744680851064
29	47	0.947617946345976	0.578081574106193	10.6382978723404	25.531914893617
3	42	0.952840126407909	-0.11543521354178	2.38095238095238	26.1904761904762
30	48	0.568606165870604	0.636913620839079	12.5	10.4166666666667
32	46	0.924267653407339	0.656487251548343	2.17391304347826	43.4782608695652
34	49	0.309387755102041	0.342857142857143	0	95.9183673469388
35	49	0.920714285714286	0.735998623652367	20.4081632653061	12.2448979591837
37	49	0.619081632653061	0.212713416512588	4.08163265306122	65.3061224489796
38	49	0.566224489795918	-0.136928056632115	0	69.3877551020408
41	48	0.945505861919236	0.9435574809154	20.8333333333333	14.5833333333333
45	48	0.908706035605732	0.877219132332652	66.6666666666667	4.16666666666667
5	48	0.917173252279635	0.790365924495998	27.0833333333333	22.9166666666667
51	47	0.945189639222942	0.331622596840446	6.38297872340426	51.063829787234
52	48	0.649478940512375	0.247435829652697	0	93.75
53	48	0.948979591836735	0.214520630397264	58.3333333333333	0
54	48	0.752822405557968	0.411303049715031	8.33333333333333	39.5833333333333
55	48	0.868432479374729	0.787014971012582	10.4166666666667	52.0833333333333
56	48	0.892205818497612	0.260532989694679	2.08333333333333	60.4166666666667
59	48	0.718193660442901	-0.271478782652457	2.08333333333333	66.6666666666667
6	49	0.374795918367347	0.342857142857143	0	85.7142857142857
60	48	0.948653929656969	0.125480039996736	22.9166666666667	12.5
62	48	0.970907511940947	0.863565169333437	18.75	18.75
63	48	0.84433347807208	0.664844768317348	4.16666666666667	22.9166666666667
64	48	0.838797221016066	0.721925880348235	22.9166666666667	22.9166666666667
71	48	0.902301346070343	0.687860586751831	0	31.25
83	48	0.986864958749457	0.744317033710099	22.9166666666667	2.08333333333333
86	48	0.978072079895788	0.396253685083407	54.1666666666667	4.16666666666667
87	48	0.958858011289622	0.231668375543045	22.9166666666667	12.5
88	47	0.883788159111933	0.976334530137254	29.7872340425532	6.38297872340426
89	48	0.59726443768997	0.303366063042491	14.5833333333333	50
9	48	0.851715154146765	0.696448597410225	62.5	12.5
